A,B,C,D,E,F,G,H,I,J,K,CMCase
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
2,2,0,2,2,0,0.5,0,0,0,0.02,0
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
2,2,0,2,2,0,0.5,0,0,0,0.02,0
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.6
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.05
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
0.5,2,0,2,0,0.5,0.5,0,0,0,0.02,1.15
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.09
2,2,0,0,2,0.5,0,0.25,0,0.05,0,0.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,1.1
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.39
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.39
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.39
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
2,2,0,2,2,0,0.5,0,0,0,0.02,0
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,0,2,2,2,0.5,0,0,0,0.05,0.02,0.5
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.6
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.05
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.6
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,1.1
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
2,2,0,2,2,0,0.5,0,0,0,0.02,0
2,2,0,2,2,0,0.5,0,0,0,0.02,0
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
2,2,0,2,2,0,0.5,0,0,0,0.02,0
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.6
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
1.25,0,0,0,1,0.5,0.5,0,0.2,0.05,0,8.39
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.09
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.39
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.21
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
2,2,0,2,2,0,0.5,0,0,0,0.02,0
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.09
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.39
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.21
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.21
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
2,2,0,2,2,0,0.5,0,0,0,0.02,0
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.05
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.6
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.05
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.09
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.09
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,1.1
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.21
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.21
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
2,2,2,0,2,0.5,0,0.25,0,0,0,0.1
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.26
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.05
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.8
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.07
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.09
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,1.1
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.6
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.39
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,2,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,0,0,0,0,0,0,0,0,0,0,0.21
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.25
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.15
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.07
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.6
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.07
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.6
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.05
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.2
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,2,0,2,0.5,0,0.25,0,0,0,0.09
2,0,0,0,2,0.5,0.5,0,0.2,0.05,0,0.07
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,7.5
2,2,0,2,2,0,0.5,0,0,0,0.02,0.02
2,2,2,0,2,0.5,0,0.25,0,0,0,0.08
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,0,2,0,0,0,0.5,0.25,0.2,0,0.02,0.06
2,2,0,2,2,0,0.5,0,0,0,0.02,0.01
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,3.95
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,1.1
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,0,2,2,2,0,0.5,0.25,0,0.05,0,3.72
0.5,0,0,2,2,0.5,0,0.25,0.2,0,0.02,8.08
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,1.1
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,1.1
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.08
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.9
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
2,0,2,2,0,0.5,0,0,0,0.05,0.02,0.01
0.5,2,2,0,2,0,0,0,0.2,0.05,0.02,4.02
2,2,0,2,0,0,0,0.25,0.2,0.05,0,0.09
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
0.5,2,0,0,0,0.5,0.5,0.25,0,0.05,0.02,0.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.39
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
1.25,1,1,1,1,0.25,0.25,0.13,0.1,0.03,0.01,8.85
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,0,0,0,0,0,0,0,0,0,0,0.3
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.21
0.5,2,2,2,0,0.5,0.5,0,0.2,0,0,1.3
0.5,0,0,0,0,0,0,0,0,0,0,0.25
